"customer_id","full_name","country","city","total_amount_spent","total_rent","first_rental_date","last_rental_date","rental_month"
449,"Oscar Aquino","Iran","Sirjan","80.83","17","2005-06-15 09:17:20","2005-08-22 06:37:43","3"
205,"Eileen Carr","Paraguay","Ciudad del Este","80.82","18","2005-06-15 04:49:08","2005-08-22 23:54:14","3"
316,"Steven Curley","India","Miraj","80.81","19","2005-07-07 20:32:30","2005-08-23 15:34:49","2"
184,"Vivian Ruiz","Netherlands","s-Hertogenbosch","80.80","20","2005-06-17 09:38:08","2005-08-23 06:56:18","3"
290,"Kristina Chambers","Venezuela","Valle de la Pascua","80.78","22","2005-07-07 02:57:59","2005-08-20 08:57:51","2"
287,"Becky Miles","India","Tambaram","80.78","22","2005-07-08 19:31:02","2006-02-14 15:16:03","3"
357,"Keith Rico","Slovakia","Bratislava","80.77","23","2005-06-15 05:11:19","2005-08-23 16:22:20","3"
521,"Roland South","China","Yingkou","80.77","23","2005-06-16 17:49:57","2006-02-14 15:16:03","4"
304,"David Royal","Peru","Callao","79.81","19","2005-07-08 00:12:53","2005-08-22 06:05:38","2"
109,"Edna West","South Africa","Klerksdorp","79.81","19","2005-06-16 04:28:45","2005-08-23 09:23:36","3"
185,"Roberta Harper","Iran","Shahr-e Kord","79.80","20","2005-06-18 19:44:08","2005-08-21 14:51:35","3"
282,"Jenny Castro","Puerto Rico","Ponce","79.80","20","2005-07-06 09:09:19","2006-02-14 15:16:03","3"
387,"Jesse Schilling","Congo, The Democratic Republic of the","Lubumbashi","79.78","22","2005-06-15 20:38:14","2005-08-22 07:16:36","3"
391,"Clarence Gamez","Japan","Izumisano","79.75","25","2005-06-15 04:18:10","2005-08-21 09:55:47","3"
429,"Frederick Isbell","Japan","Tsuyama","78.84","16","2005-06-16 19:20:24","2005-08-21 14:04:39","3"
599,"Austin Cintron","China","Tieli","78.82","18","2005-06-18 06:29:53","2005-08-23 11:25:00","3"
18,"Carol Garcia","Nigeria","Kaduna","78.81","19","2005-06-15 19:30:18","2005-08-20 01:29:29","3"
9,"Margaret Moore","Oman","Masqat","78.80","20","2005-06-20 19:59:28","2006-02-14 15:16:03","4"
338,"Dennis Gilman","South Africa","Paarl","78.80","20","2005-07-06 00:50:30","2005-08-22 15:26:29","2"
298,"Erika Pena","Finland","Oulu","78.79","21","2005-07-05 23:08:53","2005-08-23 08:13:26","2"
62,"Joan Cooper","United States","Saint Louis","78.79","21","2005-06-15 04:59:43","2005-08-23 06:11:52","3"
227,"Colleen Burton","Germany","Saarbrcken","78.78","22","2005-06-16 11:11:01","2006-02-14 15:16:03","4"
435,"Ricky Shelby","China","Junan","78.77","23","2005-06-15 18:57:51","2005-08-22 13:19:25","3"
223,"Melinda Fernandez","Pakistan","Mandi Bahauddin","77.84","16","2005-06-16 23:22:22","2005-08-23 08:52:50","3"
134,"Emma Boyd","Egypt","Qalyub","77.81","19","2005-06-16 07:08:38","2005-08-23 19:42:46","3"
402,"Luis Yanez","France","Brest","77.81","19","2005-06-15 01:25:08","2005-08-23 00:11:52","3"
394,"Chris Brothers","Spain","Gijn","77.80","20","2005-06-15 11:02:45","2006-02-14 15:16:03","4"
384,"Ernest Stepp","China","Huaian","77.79","21","2005-06-17 09:02:58","2005-08-22 20:20:04","3"
104,"Rita Graham","France","Toulon","77.78","22","2005-06-15 08:41:38","2005-08-22 15:52:57","3"
243,"Lydia Burke","Argentina","San Miguel de Tucumn","77.77","23","2005-06-15 16:41:26","2005-08-21 21:02:55","3"
246,"Marian Mendoza","Brazil","Maring","76.82","18","2005-06-15 19:17:16","2005-08-23 12:26:19","3"
93,"Phyllis Foster","China","Zalantun","76.80","20","2005-06-18 05:21:56","2005-08-23 17:48:30","3"
118,"Kim Cruz","United States","Grand Prairie","76.80","20","2005-06-16 17:59:37","2005-08-23 11:33:25","3"
224,"Pearl Garza","India","Jodhpur","76.78","22","2005-06-15 18:08:14","2005-08-23 19:11:29","3"
70,"Christina Ramirez","Saudi Arabia","al-Hawiya","75.83","17","2005-06-18 20:32:40","2005-08-23 07:06:38","3"
270,"Leah Curtis","Poland","Kalisz","75.81","19","2005-07-06 00:11:28","2005-08-23 07:10:22","2"
358,"Samuel Marlow","India","Ranchi","75.80","20","2005-06-15 19:51:06","2005-08-20 20:16:35","3"
551,"Clayton Barbee","Brazil","Alvorada","75.79","21","2005-06-17 16:19:39","2005-08-22 22:57:25","3"
183,"Ida Andrews","Brazil","Luzinia","75.78","22","2005-06-15 08:13:57","2005-08-20 03:35:16","3"
530,"Darryl Ashcraft","Argentina","Ezeiza","75.78","22","2005-06-15 07:52:35","2006-02-14 15:16:03","4"
194,"Kristen Chavez","Japan","Hino","74.84","16","2005-06-15 18:24:55","2005-08-23 18:43:22","3"
555,"Dwight Lombardi","South Africa","Chatsworth","74.83","17","2005-06-21 02:30:37","2005-08-22 11:58:58","3"
412,"Allen Butterfield","India","Hoshiarpur","74.83","17","2005-06-21 06:59:11","2006-02-14 15:16:03","4"
327,"Larry Thrasher","Turkey","Adana","74.81","19","2005-07-07 23:08:22","2006-02-14 15:16:03","3"
420,"Jacob Lance","United States","El Monte","74.80","20","2005-06-19 11:42:04","2005-08-23 06:21:20","3"
76,"Irene Price","Kazakstan","Pavlodar","74.79","21","2005-06-15 21:27:42","2005-08-23 05:17:23","3"
142,"April Burns","United Kingdom","Dundee","74.77","23","2005-06-15 07:29:30","2006-02-14 15:16:03","4"
398,"Antonio Meek","Brazil","Bag","73.85","15","2005-06-15 03:50:36","2005-08-22 15:56:42","3"
291,"Toni Holt","United States","Roanoke","73.83","17","2005-07-06 00:43:06","2005-08-23 08:54:26","2"
399,"Danny Isom","Pakistan","Okara","73.82","18","2005-06-20 07:29:15","2005-08-23 01:25:30","3"
428,"Herbert Kruger","Russian Federation","Syktyvkar","73.81","19","2005-06-15 03:50:03","2005-08-17 00:40:03","3"
152,"Alicia Mills","India","Nagaon","73.81","19","2005-06-20 01:26:26","2006-02-14 15:16:03","4"
79,"Rachel Barnes","Japan","Kamakura","73.81","19","2005-06-20 16:17:56","2005-08-21 03:14:27","3"
543,"Lance Pemberton","Morocco","Beni-Mellal","73.80","20","2005-06-16 15:00:14","2005-08-23 13:46:27","3"
335,"Gregory Mauldin","Tunisia","Sousse","73.78","22","2005-07-06 05:30:09","2006-02-14 15:16:03","3"
596,"Enrique Forsythe","Greece","Patras","73.78","22","2005-06-16 08:58:18","2006-02-14 15:16:03","4"
411,"Norman Currier","Indonesia","Cianjur","73.76","24","2005-06-17 10:31:37","2006-02-14 15:16:03","4"
95,"Paula Bryant","India","Pathankot","72.83","17","2005-06-15 00:12:51","2005-08-21 03:51:52","3"
556,"Armando Gruber","United Kingdom","Southport","72.82","18","2005-06-17 18:12:16","2005-08-23 05:24:09","3"
325,"Timothy Bunn","Brazil","Braslia","72.82","18","2005-07-09 23:10:49","2005-08-22 08:27:27","2"
85,"Anne Powell","United Kingdom","Bradford","72.79","21","2005-06-16 12:06:57","2005-08-20 10:25:12","3"
301,"Robert Baughman","Russian Federation","Kaliningrad","71.85","15","2005-07-07 17:44:22","2005-08-22 18:39:11","2"
222,"Delores Hansen","Russian Federation","Jaroslavl","71.84","16","2005-06-15 14:27:47","2005-08-21 08:58:38","3"
94,"Norma Gonzales","Philippines","Bislig","71.81","19","2005-06-15 03:14:05","2006-02-14 15:16:03","4"
430,"Ray Houle","Russian Federation","Dzerzinsk","71.80","20","2005-06-15 02:27:08","2005-08-22 09:11:48","3"
278,"Billie Horton","Turkey","Inegl","71.79","21","2005-07-06 13:31:37","2005-08-23 21:30:45","2"
177,"Samantha Duncan","Mexico","Matamoros","71.77","23","2005-06-15 16:12:50","2005-08-22 03:55:02","3"
378,"Eugene Culpepper","China","Shenzhen","70.82","18","2005-06-16 07:48:50","2005-08-22 06:52:49","3"
255,"Irma Pearson","Philippines","Hagonoy","70.82","18","2005-06-15 04:31:28","2005-08-21 17:45:21","3"
370,"Wayne Truong","India","Gulbarga","70.81","19","2005-06-15 01:05:32","2005-08-23 20:13:31","3"
303,"William Satterfield","Yemen","Sanaa","70.81","19","2005-07-09 08:04:59","2005-08-23 02:55:42","2"
117,"Edith Mcdonald","India","Gandhinagar","69.83","17","2005-06-16 17:18:44","2005-08-23 00:26:52","3"
514,"Franklin Troutman","China","Zaoyang","69.79","21","2005-06-16 12:30:19","2005-08-23 13:26:01","3"
369,"Fred Wheat","Mexico","Jurez","69.79","21","2005-06-15 03:44:25","2006-02-14 15:16:03","4"
310,"Daniel Cabral","Brazil","Ibirit","68.87","13","2005-07-06 16:01:16","2005-08-22 06:53:21","2"
465,"Floyd Gandy","Mexico","Zapopan","68.84","16","2005-06-15 12:12:42","2005-08-23 16:08:15","3"
525,"Adrian Clary","Italy","Udine","68.82","18","2005-06-16 18:12:54","2006-02-14 15:16:03","4"
355,"Terry Grissom","Japan","Matsue","68.81","19","2005-06-15 21:39:54","2006-02-14 15:16:03","4"
283,"Felicia Sutton","China","Korla","68.77","23","2005-07-06 01:32:27","2005-08-23 15:29:41","2"
315,"Kenneth Gooden","Israel","Bat Yam","67.86","14","2005-07-07 01:46:44","2006-02-14 15:16:03","3"
464,"Jerome Kenyon","Chile","Rancagua","67.86","14","2005-06-15 08:01:29","2005-08-23 20:13:38","3"
48,"Ann Evans","Russian Federation","Niznekamsk","67.86","14","2005-06-16 12:18:41","2005-08-22 17:27:23","3"
218,"Vera Mccoy","Afghanistan","Kabul","67.82","18","2005-06-15 20:25:53","2005-08-23 05:30:19","3"
191,"Jeanette Greene","Russian Federation","Novoterkassk","66.82","18","2005-06-14 23:54:46","2006-02-14 15:16:03","4"
458,"Lloyd Dowd","Indonesia","Tegal","66.81","19","2005-06-19 08:42:12","2005-08-23 06:44:19","3"
568,"Alberto Henning","Venezuela","Barcelona","66.79","21","2005-06-16 10:07:10","2006-02-14 15:16:03","4"
272,"Kay Caldwell","China","Yantai","65.87","13","2005-07-09 03:44:15","2005-08-20 16:07:55","2"
353,"Jonathan Scarborough","Mexico","Pachuca de Soto","65.83","17","2005-06-15 13:30:30","2005-08-23 09:23:08","3"
328,"Jeffrey Spear","Indonesia","Ciparay","65.83","17","2005-07-09 22:13:25","2005-08-23 16:17:09","2"
413,"Marvin Yee","India","Berhampore (Baharampur)","65.81","19","2005-06-17 21:00:44","2005-08-23 09:23:45","3"
164,"Joann Gardner","Turkey","Tarsus","64.85","15","2005-06-16 14:28:33","2005-08-20 00:30:51","3"
344,"Henry Billingsley","Tonga","Nukualofa","64.84","16","2005-06-15 12:26:18","2005-08-22 16:55:26","3"
326,"Jose Andrew","Saint Vincent and the Grenadines","Kingstown","64.82","18","2005-07-06 18:44:24","2005-08-19 01:38:18","2"
313,"Donald Mahon","China","Ezhou","63.84","16","2005-07-08 04:36:35","2005-08-23 05:24:29","2"
548,"Allan Cornish","Philippines","Tarlac","63.84","16","2005-06-15 11:07:39","2006-02-14 15:16:03","4"
350,"Juan Fraley","Russian Federation","Teboksary","63.79","21","2005-06-17 11:56:09","2005-08-23 14:35:10","3"
557,"Felix Gaffney","Lithuania","Vilnius","63.78","22","2005-06-16 10:17:19","2006-02-14 15:16:03","4"
492,"Lester Kraus","India","Kanchrapara","62.85","15","2005-06-16 12:24:28","2005-08-23 19:22:36","3"
549,"Nelson Christenson","Spain","Santiago de Compostela","62.84","16","2005-06-17 15:07:30","2005-08-21 11:40:46","3"
401,"Tony Carranza","Japan","Koriyama","61.82","18","2005-07-07 04:04:26","2005-08-23 18:23:11","2"
330,"Scott Shelley","United States","Aurora","60.82","18","2005-07-06 05:25:03","2006-02-14 15:16:03","3"
136,"Anita Morales","India","Hubli-Dharwad","59.86","14","2005-06-17 19:14:30","2005-08-23 00:34:28","3"
162,"Lauren Hudson","France","Le Mans","59.83","17","2005-06-15 12:21:56","2006-02-14 15:16:03","4"
159,"Jill Hawkins","Austria","Linz","58.83","17","2005-06-16 12:40:28","2005-08-22 16:14:25","3"
97,"Annie Russell","Mozambique","Tete","58.82","18","2005-06-17 17:14:00","2005-08-22 08:20:15","3"
252,"Mattie Hoffman","United Kingdom","London","58.80","20","2005-06-15 16:21:04","2006-02-14 15:16:03","4"
61,"Katherine Rivera","Switzerland","Basel","57.87","13","2005-07-27 02:50:15","2005-08-23 09:35:34","2"
124,"Sheila Wells","Turkey","Ktahya","57.86","14","2005-06-18 11:00:05","2005-08-23 21:45:02","3"
395,"Johnny Turpin","Sudan","al-Qadarif","57.81","19","2005-06-15 07:30:22","2005-08-23 19:54:24","3"
271,"Penny Neal","India","Kumbakonam","56.84","16","2005-07-06 07:12:26","2005-08-22 17:48:42","2"
250,"Jo Fowler","Nigeria","Oyo","54.85","15","2005-06-18 17:59:18","2005-08-22 17:52:05","3"
288,"Bobbie Craig","Mexico","Valle de Santiago","52.81","19","2005-07-06 22:07:33","2005-08-22 12:41:33","2"
586,"Kirk Stclair","Taiwan","Tsaotun","50.83","17","2005-06-15 06:42:25","2005-08-23 09:40:04","3"
110,"Tiffany Jordan","China","Enshi","49.88","12","2005-06-16 00:32:52","2005-08-22 22:28:36","3"
320,"Anthony Schwab","American Samoa","Tafuna","47.85","15","2005-07-06 00:57:29","2005-08-22 19:44:53","2"
248,"Caroline Bowman","United States","Tallahassee","37.87","13","2005-06-17 16:07:08","2005-08-22 03:58:29","3"
281,"Leona Obrien","China","Fuzhou","32.90","10","2005-07-08 07:15:14","2005-08-21 03:40:40","2"
318,"Brian Wyman","Poland","Bydgoszcz","27.93","7","2005-07-06 11:33:37","2005-08-21 06:34:05","2"
